Time,Amplitude
0.261837,0.965649
0.261859,0.980031
0.261882,0.990563
0.261905,0.997204
0.261927,0.999927
0.26195,0.998721
0.261973,0.993592
0.261995,0.984559
0.262018,0.971659
0.262041,0.954941
0.262063,0.934471
0.262086,0.91033
0.262109,0.882613
0.262132,0.851428
0.262154,0.816898
0.262177,0.779159
0.2622,0.738359
0.262222,0.694658
0.262245,0.648228
0.262268,0.599252
0.26229,0.547921
0.262313,0.494437
0.262336,0.439011
0.262358,0.381861
0.262381,0.32321
0.262404,0.263289
0.262426,0.202334
0.262449,0.140584
0.262472,0.0782815
0.262494,0.0156717
0.262517,-0.0469997
0.26254,-0.109486
0.262562,-0.171543
0.262585,-0.232926
0.262608,-0.293393
0.26263,-0.352708
0.262653,-0.410638
0.262676,-0.466954
0.262698,-0.521435
0.262721,-0.573868
0.262744,-0.624047
0.262766,-0.671773
0.262789,-0.716861
0.262812,-0.759132
0.262834,-0.798421
0.262857,-0.834573
0.26288,-0.867447
0.262902,-0.896912
0.262925,-0.922854
0.262948,-0.94517
0.262971,-0.963773
0.262993,-0.97859
0.263016,-0.989562
0.263039,-0.996646
0.263061,-0.999815
0.263084,-0.999056
0.263107,-0.994372
0.263129,-0.985781
0.263152,-0.973318
0.263175,-0.957031
0.263197,-0.936984
0.26322,-0.913255
0.263243,-0.885939
0.263265,-0.855143
0.263288,-0.820987
0.263311,-0.783605
0.263333,-0.743145
0.263356,-0.699765
0.263379,-0.653636
0.263401,-0.60494
0.263424,-0.553866
0.263447,-0.500617
0.263469,-0.445401
0.263492,-0.388435
0.263515,-0.329943
0.263537,-0.270155
0.26356,-0.209305
0.263583,-0.147633
0.263605,-0.0853814
0.263628,-0.0227942
0.263651,0.0398827
0.263673,0.102403
0.263696,0.164521
0.263719,0.225992
0.263741,0.286576
0.263764,0.346034
0.263787,0.404132
0.26381,0.460642
0.263832,0.515343
0.263855,0.56802
0.263878,0.618464
0.2639,0.666479
0.263923,0.711876
0.263946,0.754476
0.263968,0.794112
0.263991,0.830628
0.264014,0.86388
0.264036,0.893739
0.264059,0.920087
0.264082,0.94282
0.264104,0.961849
0.264127,0.977099
0.26415,0.98851
0.264172,0.996038
0.264195,0.999653
0.264218,0.99934
0.26424,0.995101
0.264263,0.986953
0.264286,0.974928
0.264308,0.959072
0.264331,0.939449
0.264354,0.916134
0.264376,0.889221
0.264399,0.858814
0.264422,0.825033
0.264444,0.788011
0.264467,0.747893
0.26449,0.704836
0.264512,0.659011
0.264535,0.610597
0.264558,0.559783
0.26458,0.506771
0.264603,0.451768
0.264626,0.394989
0.264649,0.336659
0.264671,0.277007
0.264694,0.216266
0.264717,0.154675
0.264739,0.092477
0.264762,0.0299155
0.264785,-0.0327636
0.264807,-0.0953139
0.26483,-0.15749
0.264853,-0.219047
0.264875,-0.279744
0.264898,-0.339341
0.264921,-0.397605
0.264943,-0.454308
0.264966,-0.509225
0.264989,-0.562142
0.265011,-0.612851
0.265034,-0.661152
0.265057,-0.706855
0.265079,-0.749781
0.265102,-0.789762
0.265125,-0.82664
0.265147,-0.86027
0.26517,-0.890521
0.265193,-0.917273
0.265215,-0.940421
0.265238,-0.959875
0.265261,-0.975558
0.265283,-0.987408
0.265306,-0.995379
0.265329,-0.99944
0.265351,-0.999573
0.265374,-0.99578
0.265397,-0.988075
0.26542,-0.976488
0.265442,-0.961065
0.265465,-0.941866
0.265488,-0.918967
0.26551,-0.892457
0.265533,-0.862442
0.265556,-0.829038
0.265578,-0.792377
0.265601,-0.752603
0.265624,-0.709872
0.265646,-0.664352
0.265669,-0.616223
0.265692,-0.565672
0.265714,-0.512899
0.265737,-0.458111
0.26576,-0.401524
0.265782,-0.343359
0.265805,-0.283845
0.265828,-0.223215
0.26585,-0.161709
0.265873,-0.0995678
0.265896,-0.0370353
0.265918,0.0256428
0.265941,0.0882202
0.265964,0.150451
0.265986,0.212091
0.266009,0.272897
0.266032,0.332631
0.266054,0.391059
0.266077,0.44795
0.2661,0.503082
0.266122,0.556236
0.266145,0.607206
0.266168,0.65579
0.26619,0.701798
0.266213,0.745049
0.266236,0.785372
0.266259,0.82261
0.266281,0.856616
0.266304,0.887257
0.266327,0.914413
0.266349,0.937975
0.266372,0.957853
0.266395,0.973968
0.266417,0.986256
0.26644,0.99467
0.266463,0.999176
0.266485,0.999756
0.266508,0.996409
0.266531,0.989147
0.266553,0.977999
0.266576,0.963009
0.266599,0.944236
0.266621,0.921753
0.266644,0.895648
0.266667,0.866025
0.266689,0.833
0.266712,0.796702
0.266735,0.757274
0.266757,0.714871
0.26678,0.66966
0.266803,0.621817
0.266825,0.571532
0.266848,0.519002
0.266871,0.464432
0.266893,0.408038
0.266916,0.350041
0.266939,0.290668
0.266961,0.230154
0.266984,0.168735
0.267007,0.106654
0.267029,0.0441532
0.267052,-0.0185208
0.267075,-0.081122
0.267098,-0.143404
0.26712,-0.205124
0.267143,-0.266037
0.267166,-0.325905
0.267188,-0.384493
0.267211,-0.44157
0.267234,-0.496912
0.267256,-0.550302
0.267279,-0.601531
0.267302,-0.650396
0.267324,-0.696705
0.267347,-0.740278
0.26737,-0.780942
0.267392,-0.818539
0.267415,-0.852919
0.267438,-0.883949
0.26746,-0.911506
0.267483,-0.935482
0.267506,-0.955783
0.267528,-0.972328
0.267551,-0.985054
0.267574,-0.99391
0.267596,-0.998861
0.267619,-0.999888
0.267642,-0.996987
0.267664,-0.990169
0.267687,-0.97946
0.26771,-0.964904
0.267732,-0.946557
0.267755,-0.924492
0.267778,-0.898794
0.2678,-0.869565
0.267823,-0.83692
0.267846,-0.800987
0.267868,-0.761908
0.267891,-0.719834
0.267914,-0.674933
0.267937,-0.627381
0.267959,-0.577363
0.267982,-0.525078
0.268005,-0.470729
0.268027,-0.414531
0.26805,-0.356705
0.268073,-0.297477
0.268095,-0.23708
0.268118,-0.175752
0.268141,-0.113734
0.268163,-0.0512688
0.268186,0.0113978
0.268209,0.0740197
0.268231,0.136351
0.268254,0.198146
0.268277,0.259163
0.268299,0.319162
0.268322,0.377907
0.268345,0.435167
0.268367,0.490718
0.26839,0.54434
0.268413,0.595824
0.268435,0.644968
0.268458,0.691577
0.268481,0.73547
0.268503,0.776473
0.268526,0.814426
0.268549,0.849179
0.268571,0.880596
0.268594,0.908553
0.268617,0.932941
0.268639,0.953663
0.268662,0.970639
0.268685,0.983802
0.268707,0.9931
0.26873,0.998496
0.268753,0.999969
0.268776,0.997514
0.268798,0.99114
0.268821,0.980872
0.268844,0.966751
0.268866,0.948831
0.268889,0.927184
0.268912,0.901894
0.268934,0.873061
0.268957,0.840798
0.26898,0.805232
0.269002,0.766502
0.269025,0.724761
0.269048,0.680173
0.26907,0.632912
0.269093,0.583165
0.269116,0.531127
0.269138,0.477002
0.269161,0.421004
0.269184,0.363351
0.269206,0.304271
0.269229,0.243995
0.269252,0.182761
0.269274,0.120809
0.269297,0.0583819
0.26932,-0.00427426
0.269342,-0.0669136
0.269365,-0.12929
0.269388,-0.191159
0.26941,-0.252276
0.269433,-0.312403
0.269456,-0.371302
0.269478,-0.428742
0.269501,-0.484498
0.269524,-0.538351
0.269546,-0.590088
0.269569,-0.639507
0.269592,-0.686414
0.269615,-0.730625
0.269637,-0.771964
0.26966,-0.810271
0.269683,-0.845395
0.269705,-0.877197
0.269728,-0.905554
0.269751,-0.930352
0.269773,-0.951496
0.269796,-0.968901
0.269819,-0.9825
0.269841,-0.992239
0.269864,-0.99808
0.269887,-1
0.269909,-0.997991
0.269932,-0.992061
0.269955,-0.982234
0.269977,-0.968548
0.27,-0.951057
0.270023,-0.929829
0.270045,-0.904948
0.270068,-0.876513
0.270091,-0.844633
0.270113,-0.809436
0.270136,-0.771058
0.270159,-0.729651
0.270181,-0.685378
0.270204,-0.638411
0.270227,-0.588937
0.270249,-0.537149
0.270272,-0.483251
0.270295,-0.427454
0.270317,-0.369978
0.27034,-0.311049
0.270363,-0.250897
0.270385,-0.18976
0.270408,-0.127877
0.270431,-0.065492
0.270454,-0.00284951
0.270476,0.0598042
0.270499,0.122223
0.270522,0.184161
0.270544,0.245376
0.270567,0.305627
0.27059,0.364678
0.270612,0.422295
0.270635,0.478254
0.270658,0.532334
0.27068,0.584322
0.270703,0.634015
0.270726,0.681216
0.270748,0.725742
0.270771,0.767416
0.270794,0.806076
0.270816,0.841569
0.270839,0.873755
0.270862,0.902509
0.270884,0.927717
0.270907,0.94928
0.27093,0.967114
0.270952,0.981148
0.270975,0.991328
0.270998,0.997613
0.27102,0.999979
0.271043,0.998417
0.271066,0.992932
0.271088,0.983546
0.271111,0.970296
0.271134,0.953234
0.271156,0.932427
0.271179,0.907957
0.271202,0.879919
0.271224,0.848425
0.271247,0.813598
0.27127,0.775574
0.271293,0.734504
0.271315,0.690548
0.271338,0.643878
0.271361,0.59468
0.271383,0.543145
0.271406,0.489476
0.271429,0.433884
0.271451,0.376587
0.271474,0.317811
0.271497,0.257787
0.271519,0.196749
0.271542,0.134939
0.271565,0.0725988
0.271587,0.00997314
0.27161,-0.0526917
0.271633,-0.115149
0.271655,-0.177155
0.271678,-0.238464
0.271701,-0.298837
0.271723,-0.358035
0.271746,-0.415827
0.271769,-0.471986
0.271791,-0.52629
0.271814,-0.578526
0.271837,-0.62849
0.271859,-0.675984
0.271882,-0.720823
0.271905,-0.76283
0.271927,-0.80184
0.27195,-0.837699
0.271973,-0.870268
0.271995,-0.899418
0.272018,-0.925034
0.272041,-0.947016
0.272063,-0.965278
0.272086,-0.979747
0.272109,-0.990367
0.272132,-0.997096
0.272154,-0.999908
0.272177,-0.998792
0.2722,-0.993752
0.272222,-0.984808
0.272245,-0.971994
0.272268,-0.955363
0.27229,-0.934977
0.272313,-0.910919
0.272336,-0.883282
0.272358,-0.852175
0.272381,-0.817719
0.272404,-0.780052
0.272426,-0.739319
0.272449,-0.695683
0.272472,-0.649313
0.272494,-0.600392
0.272517,-0.549112
0.27254,-0.495675
0.272562,-0.440291
0.272585,-0.383177
0.272608,-0.324558
0.27263,-0.264663
0.272653,-0.203729
0.272676,-0.141994
0.272698,-0.0797019
0.272721,-0.0170963
0.272744,0.0455765
0.272766,0.10807
0.272789,0.170139
0.272812,0.23154
0.272834,0.292031
0.272857,0.351375
0.27288,0.409338
0.272902,0.465693
0.272925,0.520219
0.272948,0.572701
0.272971,0.622933
0.272993,0.670717
0.273016,0.715867
0.273039,0.758204
0.273061,0.797562
0.273084,0.833788
0.273107,0.866737
0.273129,0.896281
0.273152,0.922304
0.273175,0.944704
0.273197,0.963392
0.27322,0.978295
0.273243,0.989355
0.273265,0.996529
0.273288,0.999787
0.273311,0.999117
0.273333,0.994522
0.273356,0.98602
0.273379,0.973644
0.273401,0.957443
0.273424,0.93748
0.273447,0.913835
0.273469,0.886599
0.273492,0.85588
0.273515,0.821799
0.273537,0.784489
0.27356,0.744097
0.273583,0.700782
0.273605,0.654714
0.273628,0.606073
0.273651,0.555052
0.273673,0.50185
0.273696,0.446676
0.273719,0.389747
0.273741,0.331287
0.273764,0.271526
0.273787,0.210698
0.27381,0.149042
0.273832,0.0868009
0.273855,0.0242185
0.273878,-0.038459
0.2739,-0.100985
0.273923,-0.163115
0.273946,-0.224604
0.273968,-0.28521
0.273991,-0.344696
0.274014,-0.402828
0.274036,-0.459377
0.274059,-0.514122
0.274082,-0.566846
0.274104,-0.617344
0.274127,-0.665416
0.27415,-0.710875
0.274172,-0.75354
0.274195,-0.793245
0.274218,-0.829833
0.27424,-0.863162
0.274263,-0.893099
0.274286,-0.919528
0.274308,-0.942344
0.274331,-0.961458
0.274354,-0.976794
0.274376,-0.988294
0.274399,-0.99591
0.274422,-0.999614
0.274444,-0.999391
0.274467,-0.995241
0.27449,-0.987182
0.274512,-0.975244
0.274535,-0.959475
0.274558,-0.939936
0.27458,-0.916705
0.274603,-0.889872
0.274626,-0.859543
0.274649,-0.825837
0.274671,-0.788887
0.274694,-0.748838
0.274717,-0.705846
0.274739,-0.660082
0.274762,-0.611724
0.274785,-0.560963
0.274807,-0.507999
0.27483,-0.453038
0.274853,-0.396298
0.274875,-0.338001
0.274898,-0.278375
0.274921,-0.217657
0.274943,-0.156083
0.274966,-0.0938955
0.274989,-0.0313396
0.275011,0.0313396
0.275034,0.0938955
0.275057,0.156083
0.275079,0.217657
0.275102,0.278375
0.275125,0.338001
0.275147,0.396298
0.27517,0.453038
0.275193,0.507999
0.275215,0.560963
0.275238,0.611724
0.275261,0.660082
0.275283,0.705846
0.275306,0.748838
0.275329,0.788887
0.275351,0.825837
0.275374,0.859543
0.275397,0.889872
0.27542,0.916705
0.275442,0.939936
0.275465,0.959475
0.275488,0.975244
0.27551,0.987182
0.275533,0.995241
0.275556,0.999391
0.275578,0.999614
0.275601,0.99591
0.275624,0.988294
0.275646,0.976794
0.275669,0.961458
0.275692,0.942344
0.275714,0.919528
0.275737,0.893099
0.27576,0.863162
0.275782,0.829833
0.275805,0.793245
0.275828,0.75354
0.27585,0.710875
0.275873,0.665416
0.275896,0.617344
0.275918,0.566846
0.275941,0.514122
0.275964,0.459377
0.275986,0.402828
0.276009,0.344696
0.276032,0.28521
0.276054,0.224604
0.276077,0.163115
0.2761,0.100985
0.276122,0.038459
0.276145,-0.0242185
0.276168,-0.0868009
0.27619,-0.149042
0.276213,-0.210698
0.276236,-0.271526
0.276259,-0.331287
0.276281,-0.389747
0.276304,-0.446676
0.276327,-0.50185
0.276349,-0.555052
0.276372,-0.606073
0.276395,-0.654714
0.276417,-0.700782
0.27644,-0.744097
0.276463,-0.784489
0.276485,-0.821799
0.276508,-0.85588
0.276531,-0.886599
0.276553,-0.913835
0.276576,-0.93748
0.276599,-0.957443
0.276621,-0.973644
0.276644,-0.98602
0.276667,-0.994522
0.276689,-0.999117
0.276712,-0.999787
0.276735,-0.996529
0.276757,-0.989355
0.27678,-0.978295
0.276803,-0.963392
0.276825,-0.944704
0.276848,-0.922304
0.276871,-0.896281
0.276893,-0.866737
0.276916,-0.833788
0.276939,-0.797562
0.276961,-0.758204
0.276984,-0.715867
0.277007,-0.670717
0.277029,-0.622933
0.277052,-0.572701
0.277075,-0.520219
0.277098,-0.465693
0.27712,-0.409338
0.277143,-0.351375
0.277166,-0.292031
0.277188,-0.23154
0.277211,-0.170139
0.277234,-0.10807
0.277256,-0.0455765
0.277279,0.0170963
0.277302,0.0797019
0.277324,0.141994
0.277347,0.203729
0.27737,0.264663
0.277392,0.324558
0.277415,0.383177
0.277438,0.440291
0.27746,0.495675
0.277483,0.549112
0.277506,0.600392
0.277528,0.649313
0.277551,0.695683
0.277574,0.739319
0.277596,0.780052
0.277619,0.817719
0.277642,0.852175
0.277664,0.883282
0.277687,0.910919
0.27771,0.934977
0.277732,0.955363
0.277755,0.971994
0.277778,0.984808
0.2778,0.993752
0.277823,0.998792
0.277846,0.999908
0.277868,0.997096
0.277891,0.990367
0.277914,0.979747
0.277937,0.965278
0.277959,0.947016
0.277982,0.925034
0.278005,0.899418
0.278027,0.870268
0.27805,0.837699
0.278073,0.80184
0.278095,0.76283
0.278118,0.720823
0.278141,0.675984
0.278163,0.62849
0.278186,0.578526
0.278209,0.52629
0.278231,0.471986
0.278254,0.415827
0.278277,0.358035
0.278299,0.298837
0.278322,0.238464
0.278345,0.177155
0.278367,0.115149
0.27839,0.0526917
0.278413,-0.00997314
0.278435,-0.0725988
0.278458,-0.134939
0.278481,-0.196749
0.278503,-0.257787
0.278526,-0.317811
0.278549,-0.376587
0.278571,-0.433884
0.278594,-0.489476
0.278617,-0.543145
0.278639,-0.59468
0.278662,-0.643878
0.278685,-0.690548
0.278707,-0.734504
0.27873,-0.775574
0.278753,-0.813598
0.278776,-0.848425
0.278798,-0.879919
0.278821,-0.907957
0.278844,-0.932427
0.278866,-0.953234
0.278889,-0.970296
0.278912,-0.983546
0.278934,-0.992932
0.278957,-0.998417
0.27898,-0.999979
0.279002,-0.997613
0.279025,-0.991328
0.279048,-0.981148
0.27907,-0.967114
0.279093,-0.94928
0.279116,-0.927717
0.279138,-0.902509
0.279161,-0.873755
0.279184,-0.841569
0.279206,-0.806076
0.279229,-0.767416
0.279252,-0.725742
0.279274,-0.681216
0.279297,-0.634015
0.27932,-0.584322
0.279342,-0.532334
0.279365,-0.478254
0.279388,-0.422295
0.27941,-0.364678
0.279433,-0.305627
0.279456,-0.245376
0.279478,-0.184161
0.279501,-0.122223
0.279524,-0.0598042
0.279546,0.00284951
0.279569,0.065492
0.279592,0.127877
0.279615,0.18976
0.279637,0.250897
0.27966,0.311049
0.279683,0.369978
0.279705,0.427454
0.279728,0.483251
0.279751,0.537149
0.279773,0.588937
0.279796,0.638411
0.279819,0.685378
0.279841,0.729651
0.279864,0.771058
0.279887,0.809436
0.279909,0.844633
0.279932,0.876513
0.279955,0.904948
0.279977,0.929829
0.28,0.951057
0.280023,0.968548
0.280045,0.982234
0.280068,0.992061
0.280091,0.997991
0.280113,1
0.280136,0.99808
0.280159,0.992239
0.280181,0.9825
0.280204,0.968901
0.280227,0.951496
0.280249,0.930352
0.280272,0.905554
0.280295,0.877197
0.280317,0.845395
0.28034,0.810271
0.280363,0.771964
0.280385,0.730625
0.280408,0.686414
0.280431,0.639507
0.280454,0.590088
0.280476,0.538351
0.280499,0.484498
0.280522,0.428742
0.280544,0.371302
0.280567,0.312403
0.28059,0.252276
0.280612,0.191159
0.280635,0.12929
0.280658,0.0669136
0.28068,0.00427426
0.280703,-0.0583819
0.280726,-0.120809
0.280748,-0.182761
0.280771,-0.243995
0.280794,-0.304271
0.280816,-0.363351
0.280839,-0.421004
0.280862,-0.477002
0.280884,-0.531127
0.280907,-0.583165
0.28093,-0.632912
0.280952,-0.680173
0.280975,-0.724761
0.280998,-0.766502
0.28102,-0.805232
0.281043,-0.840798
0.281066,-0.873061
0.281088,-0.901894
0.281111,-0.927184
0.281134,-0.948831
0.281156,-0.966751
0.281179,-0.980872
0.281202,-0.99114
0.281224,-0.997514
0.281247,-0.999969
0.28127,-0.998496
0.281293,-0.9931
0.281315,-0.983802
0.281338,-0.970639
0.281361,-0.953663
0.281383,-0.932941
0.281406,-0.908553
0.281429,-0.880596
0.281451,-0.849179
0.281474,-0.814426
0.281497,-0.776473
0.281519,-0.73547
0.281542,-0.691577
0.281565,-0.644968
0.281587,-0.595824
0.28161,-0.54434
0.281633,-0.490718
0.281655,-0.435167
0.281678,-0.377907
0.281701,-0.319162
0.281723,-0.259163
0.281746,-0.198146
0.281769,-0.136351
0.281791,-0.0740197
0.281814,-0.0113978
0.281837,0.0512688
0.281859,0.113734
0.281882,0.175752
0.281905,0.23708
0.281927,0.297477
0.28195,0.356705
0.281973,0.414531
0.281995,0.470729
0.282018,0.525078
0.282041,0.577363
0.282063,0.627381
0.282086,0.674933
0.282109,0.719834
0.282132,0.761908
0.282154,0.800987
0.282177,0.83692
0.2822,0.869565
0.282222,0.898794
0.282245,0.924492
0.282268,0.946557
0.28229,0.964904
0.282313,0.97946
0.282336,0.990169
0.282358,0.996987
0.282381,0.999888
0.282404,0.998861
0.282426,0.99391
0.282449,0.985054
0.282472,0.972328
0.282494,0.955783
0.282517,0.935482
0.28254,0.911506
0.282562,0.883949
0.282585,0.852919
0.282608,0.818539
0.28263,0.780942
0.282653,0.740278
0.282676,0.696705
0.282698,0.650396
0.282721,0.601531
0.282744,0.550302
0.282766,0.496912
0.282789,0.44157
0.282812,0.384493
0.282834,0.325905
0.282857,0.266037
0.28288,0.205124
0.282902,0.143404
0.282925,0.081122
0.282948,0.0185208
0.282971,-0.0441532
0.282993,-0.106654
0.283016,-0.168735
0.283039,-0.230154
0.283061,-0.290668
0.283084,-0.350041
0.283107,-0.408038
0.283129,-0.464432
0.283152,-0.519002
0.283175,-0.571532
0.283197,-0.621817
0.28322,-0.66966
0.283243,-0.714871
0.283265,-0.757274
0.283288,-0.796702
0.283311,-0.833
0.283333,-0.866025
0.283356,-0.895648
0.283379,-0.921753
0.283401,-0.944236
0.283424,-0.963009
0.283447,-0.977999
0.283469,-0.989147
0.283492,-0.996409
0.283515,-0.999756
0.283537,-0.999176
0.28356,-0.99467
0.283583,-0.986256
0.283605,-0.973968
0.283628,-0.957853
0.283651,-0.937975
0.283673,-0.914413
0.283696,-0.887257
0.283719,-0.856616
0.283741,-0.82261
0.283764,-0.785372
0.283787,-0.745049
0.28381,-0.701798
0.283832,-0.65579
0.283855,-0.607206
0.283878,-0.556236
0.2839,-0.503082
0.283923,-0.44795
0.283946,-0.391059
0.283968,-0.332631
0.283991,-0.272897
0.284014,-0.212091
0.284036,-0.150451
0.284059,-0.0882202
0.284082,-0.0256428
0.284104,0.0370353
0.284127,0.0995678
0.28415,0.161709
0.284172,0.223215
0.284195,0.283845
0.284218,0.343359
0.28424,0.401524
0.284263,0.458111
0.284286,0.512899
0.284308,0.565672
0.284331,0.616223
0.284354,0.664352
0.284376,0.709872
0.284399,0.752603
0.284422,0.792377
0.284444,0.829038
0.284467,0.862442
0.28449,0.892457
0.284512,0.918967
0.284535,0.941866
0.284558,0.961065
0.28458,0.976488
0.284603,0.988075
0.284626,0.99578
0.284649,0.999573
0.284671,0.99944
0.284694,0.995379
0.284717,0.987408
0.284739,0.975558
0.284762,0.959875
0.284785,0.940421
0.284807,0.917273
0.28483,0.890521
0.284853,0.86027
0.284875,0.82664
0.284898,0.789762
0.284921,0.749781
0.284943,0.706855
0.284966,0.661152
0.284989,0.612851
0.285011,0.562142
0.285034,0.509225
0.285057,0.454308
0.285079,0.397605
0.285102,0.339341
0.285125,0.279744
0.285147,0.219047
0.28517,0.15749
0.285193,0.0953139
0.285215,0.0327636
0.285238,-0.0299155
0.285261,-0.092477
0.285283,-0.154675
0.285306,-0.216266
0.285329,-0.277007
0.285351,-0.336659
0.285374,-0.394989
0.285397,-0.451768
0.28542,-0.506771
0.285442,-0.559783
0.285465,-0.610597
0.285488,-0.659011
0.28551,-0.704836
0.285533,-0.747893
0.285556,-0.788011
0.285578,-0.825033
0.285601,-0.858814
0.285624,-0.889221
0.285646,-0.916134
0.285669,-0.939449
0.285692,-0.959072
0.285714,-0.974928
0.285737,-0.986953
0.28576,-0.995101
0.285782,-0.99934
0.285805,-0.999653
0.285828,-0.996038
0.28585,-0.98851
0.285873,-0.977099
0.285896,-0.961849
0.285918,-0.94282
0.285941,-0.920087
0.285964,-0.893739
0.285986,-0.86388
0.286009,-0.830628
0.286032,-0.794112
0.286054,-0.754476
0.286077,-0.711876
0.2861,-0.666479
0.286122,-0.618464
0.286145,-0.56802
0.286168,-0.515343
0.28619,-0.460642
0.286213,-0.404132
0.286236,-0.346034
0.286259,-0.286576
0.286281,-0.225992
0.286304,-0.164521
0.286327,-0.102403
0.286349,-0.0398827
0.286372,0.0227942
0.286395,0.0853814
0.286417,0.147633
0.28644,0.209305
0.286463,0.270155
0.286485,0.329943
0.286508,0.388435
0.286531,0.445401
0.286553,0.500617
0.286576,0.553866
0.286599,0.60494
0.286621,0.653636
0.286644,0.699765
0.286667,0.743145
0.286689,0.783605
0.286712,0.820987
0.286735,0.855143
0.286757,0.885939
0.28678,0.913255
0.286803,0.936984
0.286825,0.957031
0.286848,0.973318
0.286871,0.985781
0.286893,0.994372
0.286916,0.999056
0.286939,0.999815
0.286961,0.996646
0.286984,0.989562
0.287007,0.97859
0.287029,0.963773
0.287052,0.94517
0.287075,0.922854
0.287098,0.896912
0.28712,0.867447
0.287143,0.834573
0.287166,0.798421
0.287188,0.759132
0.287211,0.716861
0.287234,0.671773
0.287256,0.624047
0.287279,0.573868
0.287302,0.521435
0.287324,0.466954
0.287347,0.410638
0.28737,0.352708
0.287392,0.293393
0.287415,0.232926
0.287438,0.171543
0.28746,0.109486
0.287483,0.0469997
0.287506,-0.0156717
0.287528,-0.0782815
0.287551,-0.140584
0.287574,-0.202334
0.287596,-0.263289
0.287619,-0.32321
0.287642,-0.381861
0.287664,-0.439011
0.287687,-0.494437
0.28771,-0.547921
0.287732,-0.599252
0.287755,-0.648228
0.287778,-0.694658
0.2878,-0.738359
0.287823,-0.779159
0.287846,-0.816898
0.287868,-0.851428
0.287891,-0.882613
0.287914,-0.91033
0.287937,-0.934471
0.287959,-0.954941
0.287982,-0.971659
0.288005,-0.984559
0.288027,-0.993592
0.28805,-0.998721
0.288073,-0.999927
0.288095,-0.997204
0.288118,-0.990563
0.288141,-0.980031
0.288163,-0.965649
0.288186,-0.947473
0.288209,-0.925574
0.288231,-0.90004
0.288254,-0.870969
0.288277,-0.838477
0.288299,-0.80269
0.288322,-0.76375
0.288345,-0.72181
0.288367,-0.677033
0.28839,-0.629597
0.288413,-0.579688
0.288435,-0.527501
0.288458,-0.473241
0.288481,-0.417123
0.288503,-0.359365
0.288526,-0.300196
0.288549,-0.239848
0.288571,-0.178557
0.288594,-0.116565
0.288617,-0.0541144
0.288639,0.00854845
0.288662,0.0711777
0.288685,0.133527
0.288707,0.195352
0.28873,0.25641
0.288753,0.31646
0.288776,0.375267
0.288798,0.4326
0.288821,0.488233
0.288844,0.541948
0.288866,0.593534
0.288889,0.642788
0.288912,0.689516
0.288934,0.733536
0.288957,0.774674
0.28898,0.812769
0.289002,0.84767
0.289025,0.879242
0.289048,0.907359
0.28907,0.931911
0.289093,0.952802
0.289116,0.96995
0.289138,0.983287
0.289161,0.992762
0.289184,0.998336
0.289206,0.999988
0.289229,0.997711
0.289252,0.991514
0.289274,0.981423
0.289297,0.967475
0.28932,0.949727
0.289342,0.928248
0.289365,0.903121
0.289388,0.874447
0.28941,0.842337
0.289433,0.806918
0.289456,0.768329
0.289478,0.726721
0.289501,0.682259
0.289524,0.635116
0.289546,0.585478
0.289569,0.533539
0.289592,0.479505
0.289615,0.423586
0.289637,0.366004
0.28966,0.306984
0.289683,0.246757
0.289705,0.185562
0.289728,0.123637
0.289751,0.0612263
0.289773,-0.00142476
0.289796,-0.0640702
0.289819,-0.126464
0.289841,-0.188361
0.289864,-0.249518
0.289887,-0.309694
0.289909,-0.368654
0.289932,-0.426166
0.289955,-0.482003
0.289977,-0.535947
0.29,-0.587785
0.290023,-0.637314
0.290045,-0.684339
0.290068,-0.728676
0.290091,-0.77015
0.290113,-0.808598
0.290136,-0.84387
0.290159,-0.875826
0.290181,-0.904341
0.290204,-0.929304
0.290227,-0.950615
0.290249,-0.968192
0.290272,-0.981965
0.290295,-0.991881
0.290317,-0.997899
0.29034,-0.999998
0.290363,-0.998167
0.290385,-0.992415
0.290408,-0.982765
0.290431,-0.969253
0.290454,-0.951933
0.290476,-0.930874
0.290499,-0.906157
0.290522,-0.877881
0.290544,-0.846155
0.290567,-0.811105
0.29059,-0.772869
0.290612,-0.731597
0.290635,-0.68745
0.290658,-0.640602
0.29068,-0.591238
0.290703,-0.539551
0.290726,-0.485744
0.290748,-0.430029
0.290771,-0.372624
0.290794,-0.313756
0.290816,-0.253655
0.290839,-0.192557
0.290862,-0.130703
0.290884,-0.0683351
0.290907,-0.005699
0.29093,0.0569595
0.290952,0.119394
0.290975,0.18136
0.290998,0.242613
0.29102,0.302913
0.291043,0.362023
0.291066,0.419711
0.291088,0.47575
0.291111,0.529919
0.291134,0.582007
0.291156,0.631808
0.291179,0.679128
0.291202,0.723779
0.291224,0.765586
0.291247,0.804386
0.29127,0.840026
0.291293,0.872365
0.291315,0.901278
0.291338,0.926649
0.291361,0.94838
0.291383,0.966385
0.291406,0.980594
0.291429,0.99095
0.291451,0.997413
0.291474,0.999957
0.291497,0.998573
0.291519,0.993266
0.291542,0.984057
0.291565,0.970981
0.291587,0.954091
0.29161,0.933453
0.291633,0.909147
0.291655,0.88127
0.291678,0.84993
0.291701,0.815252
0.291723,0.77737
0.291746,0.736435
0.291769,0.692606
0.291791,0.646056
0.291814,0.596968
0.291837,0.545535
0.291859,0.491958
0.291882,0.436449
0.291905,0.379225
